timestamp,Channel 1
1723609558984,0.280000
1723609558984,0.350000
1723609558984,0.430000
1723609558984,0.500000
1723609558984,0.550000
1723609558984,0.590000
1723609558984,0.610000
1723609558984,0.620000
1723609558984,0.600000
1723609558984,0.570000
1723609558984,0.540000
1723609558984,0.510000
1723609558984,0.480000
1723609558984,0.470000
1723609558984,0.460000
1723609558984,0.460000
1723609558984,0.470000
1723609558984,0.470000
1723609558999,0.470000
1723609558999,0.450000
1723609558999,0.420000
1723609558999,0.380000
1723609558999,0.310000
1723609558999,0.230000
1723609558999,0.130000
1723609558999,0.030000
1723609558999,-0.080000
1723609559015,-0.180000
1723609559015,-0.270000
1723609559030,-0.340000
1723609559030,-0.390000
1723609559030,-0.410000
1723609559030,-0.410000
1723609559030,-0.400000
1723609559030,-0.380000
1723609559030,-0.360000
1723609559030,-0.350000
1723609559046,-0.350000
1723609559046,-0.370000
1723609559046,-0.390000
1723609559046,-0.430000
1723609559062,-0.470000
1723609559062,-0.510000
1723609559062,-0.540000
1723609559062,-0.570000
1723609559062,-0.600000
1723609559062,-0.620000
1723609559062,-0.650000
1723609559062,-0.680000
1723609559062,-0.710000
1723609559062,-0.750000
1723609559062,-0.780000
1723609559062,-0.810000
1723609559062,-0.820000
1723609559062,-0.820000
1723609559062,-0.800000
1723609559062,-0.770000
1723609559077,-0.720000
1723609559077,-0.680000
1723609559077,-0.650000
1723609559077,-0.650000
1723609559077,-0.680000
1723609559077,-0.730000
1723609559077,-0.810000
1723609559077,-0.900000
1723609559077,-0.980000
1723609559093,-1.030000
1723609559093,-1.010000
1723609559093,-0.920000
1723609559093,-0.720000
1723609559093,-0.420000
1723609559093,0.000000
1723609559093,0.530000
1723609559093,1.150000
1723609559109,1.850000
1723609559109,2.600000
1723609559109,3.370000
1723609559140,4.110000
1723609559140,4.770000
1723609559155,5.300000
1723609559155,5.640000
1723609559155,5.740000
1723609559155,5.570000
1723609559155,5.080000
1723609559171,4.300000
1723609559171,3.230000
1723609559171,1.940000
1723609559171,0.510000
1723609559171,-0.970000
1723609559249,-2.420000
1723609559249,-3.720000
1723609559249,-4.820000
1723609559249,-5.670000
1723609559249,-6.230000
1723609559249,-6.520000
1723609559249,-6.560000
1723609559249,-6.390000
1723609559249,-6.060000
1723609559296,-5.630000
1723609559296,-5.130000
1723609559296,-4.620000
1723609559296,-4.100000
1723609559296,-3.600000
1723609559296,-3.140000
1723609559296,-2.700000
1723609559296,-2.310000
1723609559296,-1.970000
1723609559296,-1.670000
1723609559296,-1.410000
1723609559296,-1.190000
1723609559296,-1.010000
1723609559296,-0.870000
1723609559296,-0.750000
1723609559296,-0.650000
1723609559296,-0.570000
1723609559296,-0.490000
1723609559296,-0.410000
1723609559312,-0.330000
1723609559312,-0.250000
1723609559312,-0.170000
1723609559312,-0.100000
1723609559312,-0.040000
1723609559312,0.020000
1723609559312,0.060000
1723609559343,0.090000
1723609559343,0.120000
1723609559343,0.140000
1723609559343,0.160000
1723609559343,0.180000
1723609559343,0.220000
1723609559343,0.260000
1723609559343,0.310000
1723609559343,0.370000
1723609559343,0.430000
1723609559343,0.490000
1723609559343,0.540000
1723609559343,0.590000
1723609559343,0.630000
1723609559343,0.660000
1723609559343,0.690000
1723609559343,0.720000
1723609559343,0.750000
1723609559343,0.770000
1723609559343,0.800000
1723609559343,0.830000
1723609559343,0.850000
1723609559359,0.880000
1723609559359,0.900000
1723609559359,0.920000
1723609559359,0.950000
1723609559359,0.980000
1723609559359,1.010000
1723609559359,1.050000
1723609559359,1.090000
1723609559359,1.140000
1723609559359,1.190000
1723609559359,1.250000
1723609559359,1.310000
1723609559359,1.380000
1723609559359,1.450000
1723609559359,1.530000
1723609559359,1.610000
1723609559359,1.690000
1723609559359,1.780000
1723609559359,1.870000
1723609559359,1.960000
1723609559374,2.950000
1723609559390,3.020000
1723609559390,3.070000
1723609559390,3.120000
1723609559390,3.180000
1723609559390,3.240000
1723609559390,3.320000
1723609559390,3.410000
1723609559390,3.510000
1723609559390,3.620000
1723609559390,3.740000
1723609559390,3.860000
1723609559390,3.970000
1723609559390,4.060000
1723609559390,4.140000
1723609559390,4.200000
1723609559390,4.230000
1723609559390,4.240000
1723609559390,4.220000
1723609559390,4.190000
1723609559405,4.030000
1723609559405,3.980000
1723609559405,3.930000
1723609559405,3.900000
1723609559405,3.870000
1723609559405,3.850000
1723609559405,3.840000
1723609559405,3.810000
1723609559405,3.780000
1723609559405,3.720000
1723609559405,3.640000
1723609559405,3.530000
1723609559405,3.240000
1723609559405,3.060000
1723609559405,2.870000
1723609559405,2.680000
1723609559405,2.120000
1723609559405,1.960000
1723609559405,1.810000
1723609559405,1.670000
1723609559421,1.550000
1723609559421,1.430000
1723609559421,1.310000
1723609559421,1.200000
1723609559421,1.080000
1723609559421,0.960000
1723609559421,0.830000
1723609559421,0.700000
1723609559421,0.570000
1723609559421,0.440000
1723609559421,0.320000
1723609559421,0.230000
1723609559421,0.160000
1723609559421,0.120000
1723609559421,0.120000
1723609559421,0.140000
1723609559437,0.260000
1723609559437,0.230000
1723609559437,0.150000
1723609559437,0.040000
1723609559437,-0.110000
1723609559437,-0.270000
1723609559437,-0.430000
1723609559437,-0.560000
1723609559437,-0.650000
1723609559437,-0.690000
1723609559437,-0.690000
1723609559437,-0.650000
1723609559437,-0.580000
1723609559452,-0.500000
1723609559452,-0.410000
1723609559452,-0.350000
1723609559452,-0.300000
1723609559452,-0.270000
1723609559452,-0.270000
1723609559452,-0.270000
1723609559452,-0.280000
1723609559452,-0.290000
1723609559468,-0.300000
1723609559468,-0.300000
1723609559468,-0.300000
1723609559468,-0.310000
1723609559468,-0.310000
1723609559468,-0.330000
1723609559468,-0.350000
1723609559468,-0.380000
1723609559484,-0.410000
1723609559484,-0.450000
1723609559484,-0.480000
1723609559484,-0.510000
1723609559484,-0.540000
1723609559484,-0.560000
1723609559484,-0.570000
1723609559484,-0.570000
1723609559484,-0.570000
1723609559499,-0.560000
1723609559499,-0.550000
1723609559499,-0.530000
1723609559499,-0.510000
1723609559499,-0.480000
1723609559515,-0.460000
1723609559515,-0.440000
1723609559515,-0.430000
1723609559515,-0.420000
1723609559515,-0.410000
1723609559515,-0.420000
1723609559515,-0.420000
1723609559515,-0.420000
1723609559515,-0.420000
1723609559515,-0.420000
1723609559530,-0.410000
1723609559530,-0.390000
1723609559530,-0.370000
1723609559530,-0.350000
1723609559530,-0.320000
1723609559530,-0.290000
1723609559530,-0.260000
1723609559546,-0.240000
1723609559546,-0.220000
1723609559546,-0.210000
1723609559546,-0.210000
1723609559546,-0.210000
1723609559546,-0.230000
1723609559546,-0.250000
1723609559546,-0.280000
1723609559562,-0.310000
1723609559562,-0.350000
1723609559562,-0.380000
1723609559562,-0.400000
1723609559562,-0.420000
1723609559562,-0.430000
1723609559577,-0.430000
1723609559577,-0.420000
1723609559577,-0.410000
1723609559577,-0.390000
1723609559577,-0.370000
1723609559577,-0.340000
1723609559577,-0.320000
1723609559577,-0.300000
1723609559577,-0.290000
1723609559593,-0.300000
1723609559593,-0.310000
1723609559593,-0.320000
1723609559609,-0.350000
1723609559609,-0.370000
1723609559609,-0.380000
1723609559609,-0.380000
1723609559609,-0.360000
1723609559609,-0.330000
1723609559609,-0.300000
1723609559609,-0.260000
1723609559609,-0.240000
1723609559609,-0.230000
1723609559624,-0.240000
1723609559624,-0.280000
1723609559624,-0.350000
1723609559624,-0.440000
1723609559624,-0.530000
1723609559640,-0.630000
1723609559655,-0.710000
1723609559655,-0.770000
1723609559655,-0.810000
1723609559655,-0.820000
1723609559655,-0.810000
1723609559655,-0.780000
1723609559655,-0.740000
1723609559655,-0.710000
1723609559655,-0.680000
1723609559655,-0.670000
1723609559671,-0.670000
1723609559671,-0.690000
1723609559671,-0.720000
1723609559687,-0.760000
1723609559687,-0.790000
1723609559687,-0.820000
1723609559687,-0.840000
1723609559687,-0.860000
1723609559687,-0.860000
1723609559687,-0.850000
1723609559687,-0.830000
1723609559687,-0.810000
1723609559687,-0.800000
1723609559687,-0.780000
1723609559687,-0.770000
1723609559687,-0.770000
1723609559702,-0.780000
1723609559702,-0.800000
